"text", "translation"
"育成ウマ娘の覚醒Lvを\n300回上げよう","Awaken a horse girl 300 times"
"育成ウマ娘の覚醒Lvを\n305回上げよう","Awaken a horse girl 305 times"
"育成ウマ娘の覚醒Lvを\n310回上げよう","Awaken a horse girl 310 times"
"育成ウマ娘の覚醒Lvを\n315回上げよう","Awaken a horse girl 315 times"
"育成ウマ娘の覚醒Lvを\n320回上げよう","Awaken a horse girl 320 times"
"育成ウマ娘の覚醒Lvを\n325回上げよう","Awaken a horse girl 325 times"
"育成ウマ娘の覚醒Lvを\n330回上げよう","Awaken a horse girl 330 times"
"育成ウマ娘の覚醒Lvを\n335回上げよう","Awaken a horse girl 335 times"
"育成ウマ娘の覚醒Lvを\n340回上げよう","Awaken a horse girl 340 times"
"育成ウマ娘の覚醒Lvを\n345回上げよう","Awaken a horse girl 345 times"
"育成ウマ娘の覚醒Lvを\n350回上げよう","Awaken a horse girl 350 times"
"育成ウマ娘を才能開花で\n1回★を上げよう","Gain 1★ through talent blooming a horse girl"
"育成ウマ娘を才能開花で\n3回★を上げよう","Gain 3★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n5回★を上げよう","Gain 5★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n10回★を上げよう","Gain 10★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n15回★を上げよう","Gain 15★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n20回★を上げよう","Gain 20★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n25回★を上げよう","Gain 25★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n30回★を上げよう","Gain 30★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n35回★を上げよう","Gain 35★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n40回★を上げよう","Gain 40★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n45回★を上げよう","Gain 45★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n50回★を上げよう","Gain 50★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n55回★を上げよう","Gain 55★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n60回★を上げよう","Gain 60★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n65回★を上げよう","Gain 65★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n70回★を上げよう","Gain 70★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n75回★を上げよう","Gain 75★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n80回★を上げよう","Gain 80★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n85回★を上げよう","Gain 85★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n90回★を上げよう","Gain 90★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n95回★を上げよう","Gain 95★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n100回★を上げよう","Gain 100★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n105回★を上げよう","Gain 105★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n110回★を上げよう","Gain 110★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n115回★を上げよう","Gain 115★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n120回★を上げよう","Gain 120★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n125回★を上げよう","Gain 125★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n130回★を上げよう","Gain 130★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n135回★を上げよう","Gain 135★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n140回★を上げよう","Gain 140★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n145回★を上げよう","Gain 145★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n150回★を上げよう","Gain 150★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n155回★を上げよう","Gain 155★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n160回★を上げよう","Gain 160★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n165回★を上げよう","Gain 165★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n170回★を上げよう","Gain 170★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n175回★を上げよう","Gain 175★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n180回★を上げよう","Gain 180★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n185回★を上げよう","Gain 185★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n190回★を上げよう","Gain 190★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n195回★を上げよう","Gain 195★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n200回★を上げよう","Gain 200★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n205回★を上げよう","Gain 205★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n210回★を上げよう","Gain 210★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n215回★を上げよう","Gain 215★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n220回★を上げよう","Gain 220★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n225回★を上げよう","Gain 225★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n230回★を上げよう","Gain 230★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n235回★を上げよう","Gain 235★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n240回★を上げよう","Gain 240★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n245回★を上げよう","Gain 245★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n250回★を上げよう","Gain 250★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n255回★を上げよう","Gain 255★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n260回★を上げよう","Gain 260★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n265回★を上げよう","Gain 265★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n270回★を上げよう","Gain 270★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n275回★を上げよう","Gain 275★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n280回★を上げよう","Gain 280★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n285回★を上げよう","Gain 285★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n290回★を上げよう","Gain 290★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n295回★を上げよう","Gain 295★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n300回★を上げよう","Gain 300★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n305回★を上げよう","Gain 305★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n310回★を上げよう","Gain 310★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n315回★を上げよう","Gain 315★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n320回★を上げよう","Gain 320★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n325回★を上げよう","Gain 325★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n330回★を上げよう","Gain 330★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n335回★を上げよう","Gain 335★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n340回★を上げよう","Gain 340★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n345回★を上げよう","Gain 345★ through talent blooming horse girls"
"育成ウマ娘を才能開花で\n350回★を上げよう","Gain 350★ through talent blooming horse girls"
"サポートカードを\n1回上限解放しよう","Limit break a support card 1 time"
"サポートカードを\n3回上限解放しよう","Limit break a support card 3 times"
"サポートカードを\n5回上限解放しよう","Limit break a support card 5 times"
"サポートカードを\n10回上限解放しよう","Limit break a support card 10 times"
"サポートカードを\n15回上限解放しよう","Limit break a support card 15 times"
"サポートカードを\n20回上限解放しよう","Limit break a support card 20 times"
"サポートカードを\n25回上限解放しよう","Limit break a support card 25 times"
"サポートカードを\n30回上限解放しよう","Limit break a support card 30 times"
"サポートカードを\n35回上限解放しよう","Limit break a support card 35 times"
"サポートカードを\n40回上限解放しよう","Limit break a support card 40 times"
"サポートカードを\n45回上限解放しよう","Limit break a support card 45 times"
"サポートカードを\n50回上限解放しよう","Limit break a support card 50 times"
"サポートカードを\n60回上限解放しよう","Limit break a support card 60 times"
"サポートカードを\n70回上限解放しよう","Limit break a support card 70 times"
"サポートカードを\n80回上限解放しよう","Limit break a support card 80 times"
"サポートカードを\n90回上限解放しよう","Limit break a support card 90 times"
"サポートカードを\n100回上限解放しよう","Limit break a support card 100 times"
"サポートカードを\n120回上限解放しよう","Limit break a support card 120 times"
"サポートカードを\n140回上限解放しよう","Limit break a support card 140 times"
"サポートカードを\n160回上限解放しよう","Limit break a support card 160 times"
"サポートカードを\n180回上限解放しよう","Limit break a support card 180 times"
"サポートカードを\n200回上限解放しよう","Limit break a support card 200 times"
"サポートカードを\n220回上限解放しよう","Limit break a support card 220 times"
"サポートカードを\n240回上限解放しよう","Limit break a support card 240 times"
"サポートカードを\n260回上限解放しよう","Limit break a support card 260 times"
"サポートカードを\n280回上限解放しよう","Limit break a support card 280 times"
"サポートカードを\n300回上限解放しよう","Limit break a support card 300 times"
"サポートカードを\n320回上限解放しよう","Limit break a support card 320 times"
"サポートカードを\n340回上限解放しよう","Limit break a support card 340 times"
"サポートカードを\n360回上限解放しよう","Limit break a support card 360 times"
"サポートカードを\n380回上限解放しよう","Limit break a support card 380 times"
"サポートカードを\n400回上限解放しよう","Limit break a support card 400 times"
"サポートカードを\n420回上限解放しよう","Limit break a support card 420 times"
"サポートカードを\n440回上限解放しよう","Limit break a support card 440 times"
"サポートカードを\n460回上限解放しよう","Limit break a support card 460 times"
"サポートカードを\n480回上限解放しよう","Limit break a support card 480 times"
"サポートカードを\n500回上限解放しよう","Limit break a support card 500 times"
"サポートカードを\n520回上限解放しよう","Limit break a support card 520 times"
"サポートカードを\n540回上限解放しよう","Limit break a support card 540 times"
"サポートカードを\n560回上限解放しよう","Limit break a support card 560 times"
"サポートカードを\n580回上限解放しよう","Limit break a support card 580 times"
"サポートカードを\n600回上限解放しよう","Limit break a support card 600 times"
"サポートカードを\n620回上限解放しよう","Limit break a support card 620 times"
"サポートカードを\n640回上限解放しよう","Limit break a support card 640 times"
"サポートカードを\n660回上限解放しよう","Limit break a support card 660 times"
"サポートカードを\n680回上限解放しよう","Limit break a support card 680 times"
"サポートカードを\n700回上限解放しよう","Limit break a support card 700 times"
"サポートカードを\n720回上限解放しよう","Limit break a support card 720 times"
"サポートカードを\n740回上限解放しよう","Limit break a support card 740 times"
"サポートカードを\n760回上限解放しよう","Limit break a support card 760 times"
"サポートカードを\n780回上限解放しよう","Limit break a support card 780 times"
"サポートカードを\n800回上限解放しよう","Limit break a support card 800 times"
"サポートカードを\n820回上限解放しよう","Limit break a support card 820 times"
"サポートカードを\n840回上限解放しよう","Limit break a support card 840 times"
"サポートカードを\n860回上限解放しよう","Limit break a support card 860 times"
"サポートカードを\n880回上限解放しよう","Limit break a support card 880 times"
"サポートカードを\n900回上限解放しよう","Limit break a support card 900 times"
"サポートカードを\n920回上限解放しよう","Limit break a support card 920 times"
"サポートカードを\n940回上限解放しよう","Limit break a support card 940 times"
"サポートカードを\n960回上限解放しよう","Limit break a support card 960 times"
"サポートカードを\n980回上限解放しよう","Limit break a support card 980 times"
"サポートカードを\n1000回上限解放しよう","Limit break a support card 1000 times"
"才能開花で\n1人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 1 time"
"才能開花で\n2人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 2 times"
"才能開花で\n3人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 3 times"
"才能開花で\n4人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 4 times"
"才能開花で\n5人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 5 times"
"才能開花で\n6人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 6 times"
"才能開花で\n7人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 7 times"
"才能開花で\n8人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 8 times"
"才能開花で\n9人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 9 times"
"才能開花で\n10人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 10 times"
"才能開花で\n11人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 11 times"
"才能開花で\n12人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 12 times"
"才能開花で\n13人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 13 times"
"才能開花で\n14人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 14 times"
"才能開花で\n15人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 15 times"
"才能開花で\n16人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 16 times"
"才能開花で\n17人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 17 times"
"才能開花で\n18人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 18 times"
"才能開花で\n19人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 19 times"
"才能開花で\n20人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 20 times"
"才能開花で\n21人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 21 times"
"才能開花で\n22人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 22 times"
"才能開花で\n23人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 23 times"
"才能開花で\n24人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 24 times"
"才能開花で\n25人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 25 times"
"才能開花で\n26人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 26 times"
"才能開花で\n27人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 27 times"
"才能開花で\n28人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 28 times"
"才能開花で\n29人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 29 times"
"才能開花で\n30人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 30 times"
"才能開花で\n32人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 32 times"
"才能開花で\n34人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 34 times"
"才能開花で\n36人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 36 times"
"才能開花で\n38人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 38 times"
"才能開花で\n40人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 40 times"
"才能開花で\n42人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 42 times"
"才能開花で\n44人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 44 times"
"才能開花で\n46人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 46 times"
"才能開花で\n48人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 48 times"
"才能開花で\n50人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 50 times"
"才能開花で\n52人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 52 times"
"才能開花で\n54人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 54 times"
"才能開花で\n56人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 56 times"
"才能開花で\n58人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 58 times"
"才能開花で\n60人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 60 times"
"才能開花で\n62人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 62 times"
"才能開花で\n64人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 64 times"
"才能開花で\n66人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 66 times"
"才能開花で\n68人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 68 times"
"才能開花で\n70人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 70 times"
"才能開花で\n72人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 72 times"
"才能開花で\n74人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 74 times"
"才能開花で\n76人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 76 times"
"才能開花で\n78人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 79 times"
"才能開花で\n80人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 80 times"
"才能開花で\n82人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 82 times"
"才能開花で\n84人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 84 times"
"才能開花で\n86人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 86 times"
"才能開花で\n88人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 88 times"
"才能開花で\n90人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 90 times"
"才能開花で\n92人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 92 times"
"才能開花で\n94人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 94 times"
"才能開花で\n96人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 96 times"
"才能開花で\n98人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 98 times"
"才能開花で\n100人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 100 times"
"才能開花で\n102人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 102 times"
"才能開花で\n104人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 104 times"
"才能開花で\n106人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 106 times"
"才能開花で\n108人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 108 times"
"才能開花で\n110人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 110 times"
"才能開花で\n112人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 112 times"
"才能開花で\n114人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 114 times"
"才能開花で\n116人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 116 times"
"才能開花で\n118人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 118 times"
"才能開花で\n120人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 120 times"
"才能開花で\n122人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 122 times"
"才能開花で\n124人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 124 times"
"才能開花で\n126人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 126 times"
"才能開花で\n128人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 128 times"
"才能開花で\n130人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 130 times"
"才能開花で\n132人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 132 times"
"才能開花で\n134人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 134 times"
"才能開花で\n136人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 136 times"
"才能開花で\n138人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 138 times"
"才能開花で\n140人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 140 times"
"才能開花で\n142人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 142 times"
"才能開花で\n144人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 144 times"
"才能開花で\n146人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 146 times"
"才能開花で\n148人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 148 times"
"才能開花で\n150人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 150 times"
"才能開花で\n152人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 152 times"
"才能開花で\n154人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 154 times"
"才能開花で\n156人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 156 times"
"才能開花で\n158人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 158 times"
"才能開花で\n160人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 160 times"
"才能開花で\n162人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 162 times"
"才能開花で\n164人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 164 times"
"才能開花で\n166人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 166 times"
"才能開花で\n168人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 168 times"
"才能開花で\n170人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 170 times"
"才能開花で\n172人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 172 times"
"才能開花で\n174人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 174 times"
"才能開花で\n176人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 176 times"
"才能開花で\n178人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 178 times"
"才能開花で\n180人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 180 times"
"才能開花で\n182人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 182 times"
"才能開花で\n184人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 184 times"
"才能開花で\n186人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 186 times"
"才能開花で\n188人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 188 times"
"才能開花で\n190人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 190 times"
"才能開花で\n192人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 192 times"
"才能開花で\n194人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 194 times"
"才能開花で\n196人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 196 times"
"才能開花で\n198人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 198 times"
"才能開花で\n200人の育成ウマ娘を★5にしよう","Raise a horse girl to ★5 200 times"
"通算ログイン30日を\n達成しよう","Login for a total of 30 days"
"通算ログイン50日を\n達成しよう","Login for a total of 50 days"
"通算ログイン100日を\n達成しよう","Login for a total of 100 days"
"通算ログイン150日を\n達成しよう","Login for a total of 150 days"
"通算ログイン200日を\n達成しよう","Login for a total of 200 days"
"通算ログイン250日を\n達成しよう","Login for a total of 250 days"
"通算ログイン300日を\n達成しよう","Login for a total of 300 days"
"通算ログイン350日を\n達成しよう","Login for a total of 350 days"
"通算ログイン400日を\n達成しよう","Login for a total of 400 days"
"通算ログイン450日を\n達成しよう","Login for a total of 450 days"
"通算ログイン500日を\n達成しよう","Login for a total of 500 days"
"通算ログイン550日を\n達成しよう","Login for a total of 550 days"
"通算ログイン600日を\n達成しよう","Login for a total of 600 days"
"通算ログイン650日を\n達成しよう","Login for a total of 650 days"
"通算ログイン700日を\n達成しよう","Login for a total of 700 days"
"通算ログイン750日を\n達成しよう","Login for a total of 750 days"
"通算ログイン800日を\n達成しよう","Login for a total of 800 days"
"通算ログイン850日を\n達成しよう","Login for a total of 850 days"
"通算ログイン900日を\n達成しよう","Login for a total of 900 days"
"通算ログイン950日を\n達成しよう","Login for a total of 950 days"
"通算ログイン1000日を\n達成しよう","Login for a total of 1000 days"
"サークルに参加しよう","Join a Circle"
"育成でURAファイナルズ決勝に\n勝利しよう","Win the URA Finals in training"
"プロフィールで誕生日を設定しよう","Set your birthday on your profile"
"称号を変更しよう","Change your title on your profile"
"メインストーリー第1章\n第1話を見よう","Read Main Story Chapter 1 Episode 1"
"ホーム設定を変更しよう","Edit your home screen settings"
"プロフィールウマ娘設定を\n変更しよう","Edit the horse girl on your profile"
"データ連携しよう","Set link data"
"親愛度ランクを1回上げよう","Raise the friendship rank of a horse girl 1 time"
"親愛度ランクを3回上げよう","Raise the friendship rank of a horse girl 3 times"
"親愛度ランクを5回上げよう","Raise the friendship rank of a horse girl 5 times"
"親愛度ランクを10回上げよう","Raise the friendship rank of a horse girl 10 times"
"親愛度ランクを15回上げよう","Raise the friendship rank of a horse girl 15 times"
"親愛度ランクを20回上げよう","Raise the friendship rank of a horse girl 20 times"
"親愛度ランクを25回上げよう","Raise the friendship rank of a horse girl 25 times"
"親愛度ランクを30回上げよう","Raise the friendship rank of a horse girl 30 times"
"親愛度ランクを35回上げよう","Raise the friendship rank of a horse girl 35 times"
"親愛度ランクを40回上げよう","Raise the friendship rank of a horse girl 40 times"
"親愛度ランクを45回上げよう","Raise the friendship rank of a horse girl 45 times"
"親愛度ランクを50回上げよう","Raise the friendship rank of a horse girl 50 times"
"親愛度ランクを60回上げよう","Raise the friendship rank of a horse girl 60 times"
"親愛度ランクを70回上げよう","Raise the friendship rank of a horse girl 70 times"
"親愛度ランクを80回上げよう","Raise the friendship rank of a horse girl 80 times"
"親愛度ランクを90回上げよう","Raise the friendship rank of a horse girl 90 times"
"親愛度ランクを100回上げよう","Raise the friendship rank of a horse girl 100 times"
"親愛度ランクを120回上げよう","Raise the friendship rank of a horse girl 120 times"
"親愛度ランクを140回上げよう","Raise the friendship rank of a horse girl 140 times"
"親愛度ランクを160回上げよう","Raise the friendship rank of a horse girl 160 times"
"親愛度ランクを180回上げよう","Raise the friendship rank of a horse girl 180 times"
"親愛度ランクを200回上げよう","Raise the friendship rank of a horse girl 200 times"
"親愛度ランクを220回上げよう","Raise the friendship rank of a horse girl 220 times"
"親愛度ランクを240回上げよう","Raise the friendship rank of a horse girl 240 times"
"親愛度ランクを260回上げよう","Raise the friendship rank of a horse girl 260 times"
"親愛度ランクを280回上げよう","Raise the friendship rank of a horse girl 280 times"
"親愛度ランクを300回上げよう","Raise the friendship rank of a horse girl 300 times"
"親愛度ランクを350回上げよう","Raise the friendship rank of a horse girl 350 times"
"親愛度ランクを400回上げよう","Raise the friendship rank of a horse girl 400 times"
"親愛度ランクを450回上げよう","Raise the friendship rank of a horse girl 450 times"
"親愛度ランクを500回上げよう","Raise the friendship rank of a horse girl 500 times"
"親愛度ランクを550回上げよう","Raise the friendship rank of a horse girl 550 times"
"親愛度ランクを600回上げよう","Raise the friendship rank of a horse girl 600 times"
"親愛度ランクを650回上げよう","Raise the friendship rank of a horse girl 650 times"
"親愛度ランクを700回上げよう","Raise the friendship rank of a horse girl 700 times"
"親愛度ランクを750回上げよう","Raise the friendship rank of a horse girl 750 times"
"親愛度ランクを800回上げよう","Raise the friendship rank of a horse girl 800 times"
"親愛度ランクを850回上げよう","Raise the friendship rank of a horse girl 850 times"
"親愛度ランクを900回上げよう","Raise the friendship rank of a horse girl 900 times"
"親愛度ランクを950回上げよう","Raise the friendship rank of a horse girl 950 times"
"親愛度ランクを1000回上げよう","Raise the friendship rank of a horse girl 1000 times"
"1人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 1 horse girl"
"2人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 2 horse girls"
"3人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 3 horse girls"
"4人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 4 horse girls"
"5人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 5 horse girls"
"6人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 6 horse girls"
"7人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 7 horse girls"
"8人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 8 horse girls"
"9人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 9 horse girls"
"10人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 10 horse girls"
"15人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 15 horse girls"
"20人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 20 horse girls"
"25人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 25 horse girls"
"30人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 30 horse girls"
"35人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 35 horse girls"
"40人のウマ娘を\nファン数100万人以上にしよう","Reach over 1 million fans for 40 horse girls"
